brand,model,variant,type,price,fuel,displacement,no_of_cylinders,transmission,gearbox,drive_type,mileage,capacity,front_brake,rear_brake,boot_space,seating_capacity,wheel_base,cruise_control,parking_sensors,keyLess_entry,engine_start_stop_button,tyre_size,tyre_type,LED_headlamps,no_of_airbags,rear_camera,hill_assist,url,bhp_value,bhp_rpm,torque_value,torque_rpm,image_link,Ahmedabad,Bangalore,Chandigarh,Chennai,Hyderabad,Jaipur,Lucknow,Mumbai,Patna,Pune
maruti,maruti dzire,maruti dzire lxi,sedan cars,679000,petrol,1197,3.0,Manual,5,FWD,24.79,37.0,Disc,Drum,382.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_LXI.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,763000.0,860000.0,853999.9999999999,811000.0,818000.0,787000.0,767000.0,798000.0,793000.0,797000.0
maruti,maruti dzire,maruti dzire vxi,sedan cars,779000,petrol,1197,3.0,Manual,5,FWD,24.79,37.0,Disc,Drum,382.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_VXI.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,873000.0,983000.0,975000.0,927999.9999999999,935000.0,901000.0,876000.0,913000.0000000001,905000.0000000001,911999.9999999999
maruti,maruti dzire,maruti dzire vxi amt,sedan cars,824000,petrol,1197,3.0,Automatic,5,FWD,25.71,37.0,Disc,Drum,382.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_VXI_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,927000.0,1044999.9999999999,1034000.0,986000.0,994000.0,952000.0,931000.0,969999.9999999999,961999.9999999999,969000.0
maruti,maruti dzire,maruti dzire vxi cng,sedan cars,874000,cng,1197,3.0,Manual,5,FWD,33.73,37.0,Disc,Drum,,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_VXI_CNG.htm,69,5700.0,101.8,2900.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,977000.0,1101000.0,1095000.0,1038000.0000000001,1047000.0000000001,1009000.0,981000.0,985000.0,1023000.0,986000.0
maruti,maruti dzire,maruti dzire zxi,sedan cars,889000,petrol,1197,3.0,Manual,5,FWD,24.79,37.0,Disc,Drum,382.0,5,2450.0,False,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_ZXI.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,993000.0,1118000.0,1107000.0,1056000.0,1065000.0,1026000.0,997000.0000000001,1038000.0000000001,1036999.9999999999,1038000.0000000001
maruti,maruti dzire,maruti dzire zxi amt,sedan cars,934000,petrol,1197,3.0,Automatic,-1,FWD,25.71,37.0,Disc,Drum,382.0,5,2450.0,False,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_ZXI_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,1048000.0,1180000.0,1166000.0,1114000.0,1124000.0,1077000.0,1051000.0,1095000.0,1094000.0,1095000.0
maruti,maruti dzire,maruti dzire zxi plus,sedan cars,969000,petrol,1197,3.0,Manual,5,FWD,24.79,37.0,Disc,Drum,382.0,5,2450.0,True,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_ZXI_Plus.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,1076000.0,1211000.0,1198000.0,1143000.0,1148000.0,1117000.0,1079000.0,1124000.0,1122000.0,1124000.0
maruti,maruti dzire,maruti dzire zxi cng,sedan cars,984000,cng,1197,3.0,Manual,5,FWD,33.73,37.0,Disc,Drum,,5,2450.0,False,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_ZXI_CNG.htm,69,5700.0,101.8,2900.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,1097000.0,1237000.0,1228000.0,1167000.0,1177000.0,1134000.0,1101000.0,1106000.0,1147000.0,1107000.0
maruti,maruti dzire,maruti dzire zxi plus amt,sedan cars,1014000,petrol,1197,3.0,Automatic,-1,FWD,25.71,37.0,Disc,Drum,382.0,5,2450.0,True,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Dzire/Maruti_Dzire_ZXI_Plus_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg,1141000.0,1316000.0,1267000.0,1263000.0,1253000.0,1178000.0,1164000.0,1202000.0,1190000.0,1202000.0
maruti,maruti swift,maruti swift lxi,hatchback cars,649000,petrol,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_LXi.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,731000.0,813000.0000000001,798000.0,768000.0,775000.0,753000.0,733000.0,759000.0,753000.0,760000.0
maruti,maruti swift,maruti swift vxi,hatchback cars,729500,petrol,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_VXi.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,821000.0000000001,911999.9999999999,894000.0,861000.0,869000.0,844000.0,819999.9999999999,851000.0,844000.0,851000.0
maruti,maruti swift,maruti swift vxi opt,hatchback cars,756500,petrol,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,True,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_VXi_Opt.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,850000.0,944999.9999999999,926000.0,892000.0,900000.0,875000.0,850000.0,881000.0,874000.0,882000.0
maruti,maruti swift,maruti swift vxi amt,hatchback cars,774500,petrol,1197,3.0,Automatic,5,FWD,25.75,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_VXi_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,869999.9999999999,973000.0,956000.0,913000.0000000001,930000.0000000001,896000.0000000001,875000.0,907000.0,900000.0,908000.0
maruti,maruti swift,maruti swift vxi opt amt,hatchback cars,801500,petrol,1197,3.0,Automatic,-1,FWD,25.75,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,True,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_VXi_Opt_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,901000.0,1007000.0,986999.9999999999,944000.0,961999.9999999999,926000.0,903999.9999999999,938000.0000000001,939000.0,939000.0
maruti,maruti swift,maruti swift vxi cng,hatchback cars,819500,cng,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,False,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_VXi_CNG.htm,68,5700.0,101.8,2900.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,919999.9999999999,1027999.9999999999,1005000.0000000001,965000.0,975000.0,947000.0000000001,1028999.9999999999,921000.0000000001,955000.0000000001,919999.9999999999
maruti,maruti swift,maruti swift zxi,hatchback cars,829500,petrol,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,930000.0000000001,1035000.0,1011000.0,976000.0,986000.0,958000.0,931000.0,964000.0,964000.0,965000.0
maruti,maruti swift,maruti swift vxi opt cng,hatchback cars,846500,cng,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,True,165/80 R14,Radial Tubeless,False,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_VXi_Opt_CNG.htm,68,5700.0,101.8,2900.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,950000.0,1061000.0,1038000.0000000001,996000.0000000001,1007000.0,977000.0,949000.0,951000.0,986999.9999999999,950000.0
maruti,maruti swift,maruti swift zxi amt,hatchback cars,874500,petrol,1197,3.0,Automatic,-1,FWD,25.75,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,978999.9999999999,1096000.0,1072000.0,1027999.9999999999,1048000.0,1009000.0,985000.0,1021000.0000000001,1021000.0000000001,1022000.0000000001
maruti,maruti swift,maruti swift zxi plus,hatchback cars,899500,petrol,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,True,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi_Plus.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,1007000.0,1121000.0,1087000.0,1057000.0,1067000.0,1038000.0000000001,1008000.0,1044000.0,1044000.0,1044999.9999999999
maruti,maruti swift,maruti swift zxi plus dt,hatchback cars,914500,petrol,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,True,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi_Plus_DT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,1023000.0,1139000.0,1109000.0,1074000.0,1085000.0,1055000.0,1033000.0,1061000.0,1061000.0,1062000.0
maruti,maruti swift,maruti swift zxi cng,hatchback cars,919500,cng,1197,3.0,Manual,5,FWD,24.8,37.0,Ventilated Disc,Drum,265.0,5,2450.0,False,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi_CNG.htm,68,5700.0,101.8,2900.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,1030000.0000000001,1149000.0,1124000.0,1080000.0,1092000.0,1060000.0,919000.0,1031000.0,1070000.0,1030000.0000000001
maruti,maruti swift,maruti swift zxi plus amt,hatchback cars,944500,petrol,1197,3.0,Automatic,-1,FWD,25.75,37.0,Ventilated Disc,Drum,265.0,5,2450.0,True,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi_Plus_AMT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,1056000.0,1182000.0,1153000.0,1109000.0,1130000.0,1089000.0,1062000.0,1101000.0,1101000.0,1102000.0
maruti,maruti swift,maruti swift zxi plus amt dt,hatchback cars,959500,petrol,1197,3.0,Automatic,-1,FWD,25.75,37.0,Ventilated Disc,Drum,265.0,5,2450.0,True,Rear,True,True,185/65 R15,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_Swift/Maruti_Swift_ZXi_Plus_AMT_DT.htm,80,5700.0,111.7,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift/9226/1739945896166/front-left-side-47.jpg,1072000.0,1200000.0,1171000.0,1126000.0,1148000.0,1106000.0,1078000.0,1118000.0,1118000.0,1119000.0
maruti,maruti ertiga,maruti ertiga lxi (o),mpv cars,869000,petrol,1462,4.0,Manual,5,FWD,20.51,45.0,Disc,Drum,209.0,7,2380.0,False,Rear,False,False,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_Lxi_(O).htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,982000.0,1106000.0,1068000.0,1024000.0,1053000.0,1013000.0000000001,985000.0,1025000.0,1028999.9999999999,1027000.0
maruti,maruti ertiga,maruti ertiga vxi (o),mpv cars,983000,petrol,1462,4.0,Manual,5,FWD,20.51,45.0,Disc,Drum,209.0,7,2380.0,False,Rear,True,False,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_VXi_(O).htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1102000.0,1240000.0,1196000.0,1156000.0,1181000.0,1144000.0,1105000.0,1149000.0,1153000.0,1152000.0
maruti,maruti ertiga,maruti ertiga vxi (o) cng,mpv cars,1078000,cng,1462,4.0,Manual,5,FWD,26.11,60.0,Disc,Drum,209.0,7,3000.0,False,Rear,True,False,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_VXi_(O)_CNG.htm,86,5500.0,121.5,4200.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1217000.0,1406000.0,1327000.0,1330000.0,1337000.0,1264000.0,1242000.0,1236000.0,1273000.0,1239000.0
maruti,maruti ertiga,maruti ertiga zxi (o),mpv cars,1093000,petrol,1462,4.0,Manual,5,FWD,20.51,45.0,Disc,Drum,209.0,7,2380.0,False,Rear,True,True,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_Zxi_(O).htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1234000.0,1423000.0,1338000.0,1348000.0,1355000.0,1281000.0,1259000.0,1297000.0,1289000.0,1300000.0
maruti,maruti ertiga,maruti ertiga vxi at,mpv cars,1123000,petrol,1462,4.0,Automatic,6,FWD,20.3,45.0,Disc,Drum,209.0,7,2380.0,False,Rear,True,False,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_VXI_AT.htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1267000.0,1462000.0,1376000.0,1385000.0,1391000.0,1316000.0,1292000.0,1331000.0,1324000.0,1335000.0
maruti,maruti ertiga,maruti ertiga zxi plus,mpv cars,1163000,petrol,1462,4.0,Manual,5,FWD,20.51,45.0,Disc,Drum,209.0,7,2380.0,True,Rear,True,True,185/65 R15,"Tubeless, Radial",False,4.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_ZXI_Plus.htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1311000.0,1513000.0,1417000.0,1433000.0,1440000.0,1362000.0,1337000.0,1378000.0,1369000.0,1381000.0
maruti,maruti ertiga,maruti ertiga zxi (o) cng,mpv cars,1188000,cng,1462,4.0,Manual,5,FWD,26.11,60.0,Disc,Drum,209.0,7,2650.0,False,Rear,True,True,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_ZXI_(O)_CNG.htm,86,5500.0,121.5,4200.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1339000.0,1546000.0,1452000.0,1464000.0,1470000.0,1391000.0,1366000.0,1359000.0,1399000.0,1363000.0
maruti,maruti ertiga,maruti ertiga zxi at,mpv cars,1233000,petrol,1462,4.0,Automatic,6,FWD,20.3,45.0,Disc,Drum,209.0,7,2380.0,False,Rear,True,True,185/65 R15,"Tubeless, Radial",False,2.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_ZXI_AT.htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1389000.0,1602000.0,1495000.0,1519000.0,1525000.0,1443000.0,1416000.0,1459000.0,1450000.0,1463000.0
maruti,maruti ertiga,maruti ertiga zxi plus at,mpv cars,1303000,petrol,1462,4.0,Automatic,6,FWD,20.3,45.0,Disc,Drum,209.0,7,2380.0,True,Rear,True,True,185/65 R15,"Tubeless, Radial",False,4.0,False,True,https://www.cardekho.com/overview/Maruti_Ertiga/Maruti_Ertiga_ZXI_Plus_AT.htm,101,6000.0,136.8,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Ertiga/10293/1697697779799/front-left-side-47.jpg,1466000.0,1691000.0,1555000.0,1604000.0,1610000.0000000002,1524000.0,1495000.0,1540000.0,1530000.0,1545000.0
maruti,maruti fronx,maruti fronx sigma,suv cars,751500,petrol,1197,4.0,Manual,5,FWD,21.79,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,False,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Sigma.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,838000.0000000001,898000.0,867000.0,890000.0,894000.0,869999.9999999999,848000.0,875000.0,861000.0,866000.0
maruti,maruti fronx,maruti fronx delta,suv cars,837500,petrol,1197,4.0,Manual,5,FWD,21.79,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,False,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,932000.0,999000.0,965000.0,991000.0,993000.0,968000.0,942000.0,974000.0,965000.0,963000.0000000001
maruti,maruti fronx,maruti fronx sigma cng,suv cars,846500,cng,1197,4.0,Manual,5,FWD,28.51,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,False,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Sigma_CNG.htm,76,6000.0,98.5,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,942000.0,1010000.0,975000.0,1001000.0,1007000.0,977999.9999999999,952999.9999999999,950000.0,976000.0,939000.0
maruti,maruti fronx,maruti fronx delta plus,suv cars,877500,petrol,1197,4.0,Manual,5,FWD,21.79,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,True,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_Plus.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,976000.0,1046000.0000000001,1010000.0,1036999.9999999999,1040000.0,1014000.0,986000.0,1019999.9999999999,1113000.0,1008000.0
maruti,maruti fronx,maruti fronx delta amt,suv cars,882500,petrol,1197,4.0,Automatic,-1,FWD,22.89,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,False,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_AMT.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,986999.9999999999,1058000.0,1021000.0000000001,1049000.0,1051000.0,1025000.0,997000.0000000001,1031000.0,1021000.0000000001,1019999.9999999999
maruti,maruti fronx,maruti fronx delta plus opt,suv cars,893000,petrol,1197,4.0,Manual,5,FWD,21.79,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_Plus_Opt.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,993000.0,1064000.0,1027999.9999999999,1055000.0,1062000.0,1031000.0,1065000.0,1036999.9999999999,1027999.9999999999,1026000.0
maruti,maruti fronx,maruti fronx delta plus amt,suv cars,922500,petrol,1197,4.0,Automatic,-1,FWD,22.89,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,True,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_Plus_AMT.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1031000.0,1105000.0,1067000.0,1096000.0,1099000.0,1070000.0,1041000.0,1077000.0,1066000.0,1065000.0
maruti,maruti fronx,maruti fronx delta cng,suv cars,932500,cng,1197,4.0,Manual,5,FWD,28.51,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,False,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_CNG.htm,76,6000.0,98.5,4300.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1036000.0,1111000.0,1072000.0,1101000.0,1107000.0,1076000.0,1048000.0,1044999.9999999999,1072000.0,1033000.0
maruti,maruti fronx,maruti fronx delta plus opt amt,suv cars,938000,petrol,1197,4.0,Automatic,-1,FWD,22.89,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_Plus_Opt_AMT.htm,88,6000.0,113.0,4400.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1048000.0,1123000.0,1084000.0,1114000.0,1121000.0,1088000.0,1123000.0,1095000.0,1083000.0,1082000.0
maruti,maruti fronx,maruti fronx delta plus turbo,suv cars,972500,petrol,998,3.0,Manual,5,FWD,21.5,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,False,195/60 R16,Radial Tubeless,True,2.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Delta_Plus_Turbo.htm,98,5500.0,147.6,2000.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1073000.0,1151000.0,1111000.0,1141000.0,1149000.0,1115000.0,1086000.0,1122000.0,1009000.0,1110000.0
maruti,maruti fronx,maruti fronx zeta turbo,suv cars,1055500,petrol,998,3.0,Manual,5,FWD,21.5,37.0,Disc,Drum,308.0,5,2520.0,False,Rear,True,True,195/60 R16,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Zeta_Turbo.htm,98,5500.0,147.6,2000.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1175000.0,1291000.0,1216000.0,1302000.0,1290000.0,1220000.0,1209000.0,1238000.0,1216000.0,1225000.0
maruti,maruti fronx,maruti fronx alpha turbo,suv cars,1147500,petrol,998,3.0,Manual,5,FWD,21.5,37.0,Disc,Drum,308.0,5,2520.0,True,Rear,True,True,195/60 R16,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Alpha_Turbo.htm,98,5500.0,147.6,2000.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1276000.0,1403000.0,1321000.0,1414000.0,1401000.0,1325000.0,1313000.0,1345000.0,1321000.0,1331000.0
maruti,maruti fronx,maruti fronx alpha turbo dt,suv cars,1163500,petrol,998,3.0,Manual,5,FWD,21.5,37.0,Disc,Drum,308.0,5,2520.0,True,Rear,True,True,195/60 R16,Radial Tubeless,True,6.0,False,True,https://www.cardekho.com/overview/Maruti_FRONX/Maruti_FRONX_Alpha_Turbo_DT.htm,98,5500.0,147.6,2000.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/FRONX/9243/1738296828682/front-left-side-47.jpg,1294000.0,1422000.0,1339000.0,1421000.0,1421000.0,1343000.0,1331000.0,1363000.0,1339000.0,1350000.0
